"Date(UTC)","OrderNo","Pair","Type","Side","Order Price","Order Amount","Time","Executed","Average Price","Trading total","Status"
"2023-12-27 13:07:36","538436360","MANABTC","Limit","BUY","0.0000128500","7820.0000000000MANA","2023-12-27 13:07:58","0.0000000000MANA","0E-8","0.0000000000BTC","CANCELED"
"2023-12-27 13:07:14","538436321","MANABTC","Limit","BUY","0.0000128300","7820.0000000000MANA","2023-12-27 13:07:36","0.0000000000MANA","0E-8","0.0000000000BTC","CANCELED"
"2023-12-27 12:18:38","298686577","RENBTC","Limit","BUY","0.0000018200","55209.0000000000REN","2023-12-27 12:18:38","55209.0000000000REN","0.00000181","0.0999282900BTC","FILLED"
"2023-12-27 12:06:58","206680969","OPBTC","Limit","BUY","0.0000843400","1420.9100000000OP","2023-12-27 12:07:21","1420.9100000000OP","0.00008434","0.1198395300BTC","FILLED"
"2023-12-27 12:06:32","206680711","OPBTC","Limit","BUY","0.0000842100","1420.9100000000OP","2023-12-27 12:06:58","0.0000000000OP","0E-8","0.0000000000BTC","CANCELED"
"2023-12-27 12:05:01","101762287","ARBBTC","Limit","BUY","0.0000323200","3155.2000000000ARB","2023-12-27 12:05:01","3155.2000000000ARB","0.00003232","0.1019603900BTC","FILLED"
"2023-12-27 12:04:19","101761676","ARBBTC","Limit","BUY","0.0000322500","6324.1000000000ARB","2023-12-27 12:04:34","0.0000000000ARB","0E-8","0.0000000000BTC","CANCELED"
"2023-12-27 12:03:09","101760245","ARBBTC","Limit","BUY","0.0000322600","3162.0000000000ARB","2023-12-27 12:03:54","0.0000000000ARB","0E-8","0.0000000000BTC","CANCELED"
"2023-12-27 12:02:41","101759791","ARBBTC","Limit","BUY","0.0000322500","3162.0000000000ARB","2023-12-27 12:03:09","0.0000000000ARB","0E-8","0.0000000000BTC","CANCELED"
"2023-12-27 12:01:07","378053675","APTBTC","Limit","BUY","0.0002368400","443.4700000000APT","2023-12-27 12:01:07","443.4700000000APT","0.00023683","0.1050282500BTC","FILLED"
"2023-12-27 11:58:43","316399375","CHZBTC","Limit","BUY","0.0000021700","54383.0000000000CHZ","2023-12-27 11:58:46","54383.0000000000CHZ","0.00000217","0.1180111100BTC","FILLED"
"2023-12-18 01:02:28","365507414","RUNEBTC","Limit","BUY","0.0001335700","752.3000000000RUNE","2023-12-18 01:02:28","752.3000000000RUNE","0.00013347","0.1004065900BTC","FILLED"
"2023-12-18 00:56:37","109653200","RNDRBTC","Limit","BUY","0.0001010000","1007.4400000000RNDR","2023-12-18 01:00:52","1007.4400000000RNDR","0.00010100","0.1017514400BTC","FILLED"
"2023-12-18 00:55:13","513550359","SANDBTC","Limit","BUY","0.0000121100","8393.0000000000SAND","2023-12-18 00:55:13","8393.0000000000SAND","0.00001209","0.1014428500BTC","FILLED"
"2023-12-18 00:53:54","387340414","AXSBTC","Limit","BUY","0.0001700000","628.3600000000AXS","2023-12-18 00:53:54","628.3600000000AXS","0.00017000","0.1068190900BTC","FILLED"
"2023-12-18 00:46:33","715345668","MATICBTC","Limit","BUY","0.0000199200","15505.5000000000MATIC","2023-12-18 00:46:33","15505.5000000000MATIC","0.00001991","0.3087059200BTC","FILLED"
"2023-12-18 00:42:54","191224383","GALABTC","Limit","BUY","7.200E-7","149994.0000000000GALA","2023-12-18 01:03:06","149994.0000000000GALA","7.2E-7","0.1079956800BTC","FILLED"
"2023-12-18 00:41:22","53591125","ILVBTC","Limit","BUY","0.0021380000","32.0500000000ILV","2023-12-18 01:33:17","32.0500000000ILV","0.00213800","0.0685228200BTC","FILLED"
"2023-12-18 00:37:36","53590933","ILVBTC","Limit","BUY","0.0021370000","46.7950000000ILV","2023-12-18 00:41:22","14.7450000000ILV","0.00213700","0.0315100000BTC","PARTIALLY_FILLED"
"2023-12-09 02:08:48","1044159248","DOTBTC","Limit","BUY","0.0001676000","3000.0000000000DOT","2023-12-09 02:08:48","3000.0000000000DOT","0.00016760","0.5027994800BTC","FILLED"
"2023-12-09 02:08:14","1044158645","DOTBTC","Limit","BUY","0.0001663000","3000.0000000000DOT","2023-12-09 02:08:33","0.0000000000DOT","0E-8","0.0000000000BTC","CANCELED"
"2023-12-09 02:03:07","933944057","AVAXBTC","Limit","BUY","0.0007000000","700.0000000000AVAX","2023-12-09 02:03:07","700.0000000000AVAX","0.00069898","0.4892874500BTC","FILLED"
"2023-12-09 01:40:59","1560412027","SOLBTC","Limit","BUY","0.0016700000","300.0000000000SOL","2023-12-09 01:40:59","300.0000000000SOL","0.00166909","0.5007261500BTC","FILLED"
