"Date(UTC)","Pair","Side","Price","Executed","Amount","Fee"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7331000000","257.0000000000ALGO","445.40670000USDT","0.4454067000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7331000000","116.0000000000ALGO","201.03960000USDT","0.2010396000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7332000000","143.0000000000ALGO","247.84760000USDT","0.2478476000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7333000000","20.0000000000ALGO","34.66600000USDT","0.0346660000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7331000000","49.0000000000ALGO","84.92190000USDT","0.0849219000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7330000000","8.0000000000ALGO","13.86400000USDT","0.0138640000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7332000000","2005.0000000000ALGO","3475.06600000USDT","3.4750660000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7332000000","28.0000000000ALGO","48.52960000USDT","0.0485296000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7330000000","32.0000000000ALGO","55.45600000USDT","0.0554560000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7331000000","28.0000000000ALGO","48.52680000USDT","0.0485268000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7331000000","13.0000000000ALGO","22.53030000USDT","0.0225303000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7332000000","6.0000000000ALGO","10.39920000USDT","0.0103992000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7332000000","17.0000000000ALGO","29.46440000USDT","0.0294644000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7332000000","14.0000000000ALGO","24.26480000USDT","0.0242648000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7329000000","6.0000000000ALGO","10.39740000USDT","0.0103974000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7333000000","10.0000000000ALGO","17.33300000USDT","0.0173330000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7332000000","13.0000000000ALGO","22.53160000USDT","0.0225316000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7331000000","28.0000000000ALGO","48.52680000USDT","0.0485268000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7332000000","36.0000000000ALGO","62.39520000USDT","0.0623952000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7333000000","432.0000000000ALGO","748.78560000USDT","0.7487856000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7332000000","7.0000000000ALGO","12.13240000USDT","0.0121324000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7330000000","84.0000000000ALGO","145.57200000USDT","0.1455720000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7332000000","28.0000000000ALGO","48.52960000USDT","0.0485296000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7331000000","139.0000000000ALGO","240.90090000USDT","0.2409009000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7329000000","6.0000000000ALGO","10.39740000USDT","0.0103974000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7333000000","11.0000000000ALGO","19.06630000USDT","0.0190663000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7333000000","257.0000000000ALGO","445.45810000USDT","0.4454581000USDT"
"2021-11-22 05:11:02","ALGOUSDT","SELL","1.7330000000","1643.0000000000ALGO","2847.31900000USDT","2.8473190000USDT"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8680000000","2400.0000000000ADA","4483.20000000USDT","2.4000000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","300.2000000000ADA","561.07380000USDT","0.3002000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","600.0000000000ADA","1121.40000000USDT","0.6000000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","380.0000000000ADA","710.22000000USDT","0.3800000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","2400.0000000000ADA","4485.60000000USDT","2.4000000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8680000000","429.5000000000ADA","802.30600000USDT","0.4295000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","1800.0000000000ADA","3364.20000000USDT","1.8000000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","518.1000000000ADA","968.32890000USDT","0.5181000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","681.0000000000ADA","1272.78900000USDT","0.6810000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","1050.6000000000ADA","1963.57140000USDT","1.0506000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","1346.7000000000ADA","2516.98230000USDT","1.3467000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8680000000","111.3000000000ADA","207.90840000USDT","0.1113000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","6873.9000000000ADA","12847.31910000USDT","6.8739000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","13380.8000000000ADA","25008.71520000USDT","13.3808000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","2500.0000000000ADA","4672.50000000USDT","2.5000000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8680000000","1489.4000000000ADA","2782.19920000USDT","1.4894000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8680000000","504.4000000000ADA","942.21920000USDT","0.5044000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8680000000","14.2000000000ADA","26.52560000USDT","0.0142000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","1142.0000000000ADA","2134.39800000USDT","1.1420000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","160.5000000000ADA","299.97450000USDT","0.1605000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","2119.2000000000ADA","3960.78480000USDT","2.1192000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","1530.5000000000ADA","2860.50450000USDT","1.5305000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","124.6000000000ADA","232.87740000USDT","0.1246000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","2279.5000000000ADA","4260.38550000USDT","2.2795000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","487.1000000000ADA","910.38990000USDT","0.4871000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","20.0000000000ADA","37.38000000USDT","0.0200000000ADA"
"2021-11-21 14:44:00","ADAUSDT","BUY","1.8690000000","7.9000000000ADA","14.76510000USDT","0.0079000000ADA"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8224000000","171.0000000000ALGO","311.63040000USDT","0.1710000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8236000000","102.0000000000ALGO","186.00720000USDT","0.1020000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8231000000","1027.0000000000ALGO","1872.32370000USDT","1.0270000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8221000000","190.0000000000ALGO","346.19900000USDT","0.1900000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8225000000","1466.0000000000ALGO","2671.78500000USDT","1.4660000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8215000000","257.0000000000ALGO","468.12550000USDT","0.2570000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8232000000","19.0000000000ALGO","34.64080000USDT","0.0190000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8208000000","14.0000000000ALGO","25.49120000USDT","0.0140000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8237000000","180.0000000000ALGO","328.26600000USDT","0.1800000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8235000000","104.0000000000ALGO","189.64400000USDT","0.1040000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8216000000","257.0000000000ALGO","468.15120000USDT","0.2570000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8215000000","100.0000000000ALGO","182.15000000USDT","0.1000000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8213000000","165.0000000000ALGO","300.51450000USDT","0.1650000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8214000000","158.0000000000ALGO","287.78120000USDT","0.1580000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8223000000","875.0000000000ALGO","1594.51250000USDT","0.8750000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8219000000","1101.0000000000ALGO","2005.91190000USDT","1.1010000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8237000000","506.0000000000ALGO","922.79220000USDT","0.5060000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8221000000","1934.0000000000ALGO","3523.94140000USDT","1.9340000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8216000000","14.0000000000ALGO","25.50240000USDT","0.0140000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8227000000","180.0000000000ALGO","328.08600000USDT","0.1800000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8214000000","25.0000000000ALGO","45.53500000USDT","0.0250000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8236000000","2571.0000000000ALGO","4688.47560000USDT","2.5710000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8231000000","6.0000000000ALGO","10.93860000USDT","0.0060000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8232000000","18.0000000000ALGO","32.81760000USDT","0.0180000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8218000000","1522.0000000000ALGO","2772.77960000USDT","1.5220000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8215000000","286.0000000000ALGO","520.94900000USDT","0.2860000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8233000000","11.0000000000ALGO","20.05630000USDT","0.0110000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8220000000","907.0000000000ALGO","1652.55400000USDT","0.9070000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8224000000","8.0000000000ALGO","14.57920000USDT","0.0080000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8220000000","2627.0000000000ALGO","4786.39400000USDT","2.6270000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8224000000","14.0000000000ALGO","25.51360000USDT","0.0140000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8236000000","105.0000000000ALGO","191.47800000USDT","0.1050000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8237000000","671.0000000000ALGO","1223.70270000USDT","0.6710000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8232000000","1088.0000000000ALGO","1983.64160000USDT","1.0880000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8209000000","11.0000000000ALGO","20.02990000USDT","0.0110000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8235000000","25.0000000000ALGO","45.58750000USDT","0.0250000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8225000000","9.0000000000ALGO","16.40250000USDT","0.0090000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8234000000","3273.0000000000ALGO","5967.98820000USDT","3.2730000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8231000000","9.0000000000ALGO","16.40790000USDT","0.0090000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8207000000","16.0000000000ALGO","29.13120000USDT","0.0160000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8221000000","11.0000000000ALGO","20.04310000USDT","0.0110000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8208000000","50.0000000000ALGO","91.04000000USDT","0.0500000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8211000000","20.0000000000ALGO","36.42200000USDT","0.0200000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8237000000","180.0000000000ALGO","328.26600000USDT","0.1800000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8230000000","21.0000000000ALGO","38.28300000USDT","0.0210000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8224000000","550.0000000000ALGO","1002.32000000USDT","0.5500000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8218000000","34.0000000000ALGO","61.94120000USDT","0.0340000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8235000000","180.0000000000ALGO","328.23000000USDT","0.1800000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8234000000","546.0000000000ALGO","995.57640000USDT","0.5460000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8216000000","15.0000000000ALGO","27.32400000USDT","0.0150000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8234000000","1027.0000000000ALGO","1872.63180000USDT","1.0270000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8220000000","11.0000000000ALGO","20.04200000USDT","0.0110000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8236000000","103.0000000000ALGO","187.83080000USDT","0.1030000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8237000000","180.0000000000ALGO","328.26600000USDT","0.1800000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8213000000","5923.0000000000ALGO","10787.55990000USDT","5.9230000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8218000000","412.0000000000ALGO","750.58160000USDT","0.4120000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8227000000","180.0000000000ALGO","328.08600000USDT","0.1800000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8225000000","24.0000000000ALGO","43.74000000USDT","0.0240000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8227000000","1200.0000000000ALGO","2187.24000000USDT","1.2000000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8236000000","26.0000000000ALGO","47.41360000USDT","0.0260000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8211000000","7.0000000000ALGO","12.74770000USDT","0.0070000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8222000000","2362.0000000000ALGO","4304.03640000USDT","2.3620000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8219000000","630.0000000000ALGO","1147.79700000USDT","0.6300000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8233000000","1373.0000000000ALGO","2503.39090000USDT","1.3730000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8219000000","555.0000000000ALGO","1011.15450000USDT","0.5550000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8231000000","25.0000000000ALGO","45.57750000USDT","0.0250000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8232000000","137.0000000000ALGO","249.77840000USDT","0.1370000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8232000000","24.0000000000ALGO","43.75680000USDT","0.0240000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8220000000","1619.0000000000ALGO","2949.81800000USDT","1.6190000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8222000000","20.0000000000ALGO","36.44400000USDT","0.0200000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8227000000","190.0000000000ALGO","346.31300000USDT","0.1900000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8222000000","4465.0000000000ALGO","8136.12300000USDT","4.4650000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8206000000","383.0000000000ALGO","697.28980000USDT","0.3830000000ALGO"
"2021-11-21 14:41:44","ALGOUSDT","BUY","1.8232000000","1373.0000000000ALGO","2503.25360000USDT","1.3730000000ALGO"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","298.5000000000MATIC","488.34600000USDT","0.4883460000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","62.2000000000MATIC","101.75920000USDT","0.1017592000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","62.2000000000MATIC","101.75920000USDT","0.1017592000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","173.0000000000MATIC","283.02800000USDT","0.2830280000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","201.0000000000MATIC","328.83600000USDT","0.3288360000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","1.9000000000MATIC","3.10840000USDT","0.0031084000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","107.9000000000MATIC","176.52440000USDT","0.1765244000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","732.5000000000MATIC","1198.37000000USDT","1.1983700000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","647.8000000000MATIC","1059.80080000USDT","1.0598008000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","1000.0000000000MATIC","1636.00000000USDT","1.6360000000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","124.5000000000MATIC","203.68200000USDT","0.2036820000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","1069.0000000000MATIC","1748.88400000USDT","1.7488840000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","2950.0000000000MATIC","4826.20000000USDT","4.8262000000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","7610.5000000000MATIC","12450.77800000USDT","12.4507780000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","678.5000000000MATIC","1110.02600000USDT","1.1100260000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","256.3000000000MATIC","419.30680000USDT","0.4193068000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","313.2000000000MATIC","512.39520000USDT","0.5123952000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","1080.0000000000MATIC","1766.88000000USDT","1.7668800000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","916.9000000000MATIC","1500.04840000USDT","1.5000484000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","1968.4000000000MATIC","3220.30240000USDT","3.2203024000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","381.9000000000MATIC","624.78840000USDT","0.6247884000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","1833.2000000000MATIC","2999.11520000USDT","2.9991152000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","1435.2000000000MATIC","2347.98720000USDT","2.3479872000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","113.4000000000MATIC","185.52240000USDT","0.1855224000USDT"
"2021-11-21 02:48:44","MATICUSDT","SELL","1.6360000000","590.0000000000MATIC","965.24000000USDT","0.9652400000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8867000000","19.0000000000MANA","73.84730000USDT","0.0738473000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8858000000","8.0000000000MANA","31.08640000USDT","0.0310864000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8876000000","7.0000000000MANA","27.21320000USDT","0.0272132000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8866000000","3.0000000000MANA","11.65980000USDT","0.0116598000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8872000000","130.0000000000MANA","505.33600000USDT","0.5053360000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8885000000","24.0000000000MANA","93.32400000USDT","0.0933240000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8879000000","181.0000000000MANA","703.70990000USDT","0.7037099000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8866000000","6.0000000000MANA","23.31960000USDT","0.0233196000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8865000000","7.0000000000MANA","27.20550000USDT","0.0272055000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8861000000","15.0000000000MANA","58.29150000USDT","0.0582915000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8876000000","1057.0000000000MANA","4109.19320000USDT","4.1091932000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8889000000","1811.0000000000MANA","7042.79790000USDT","7.0427979000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8860000000","10.0000000000MANA","38.86000000USDT","0.0388600000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8883000000","9.0000000000MANA","34.99470000USDT","0.0349947000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8866000000","5.0000000000MANA","19.43300000USDT","0.0194330000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8879000000","43.0000000000MANA","167.17970000USDT","0.1671797000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8868000000","49.0000000000MANA","190.45320000USDT","0.1904532000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8883000000","6.0000000000MANA","23.32980000USDT","0.0233298000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8864000000","7.0000000000MANA","27.20480000USDT","0.0272048000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8885000000","7.0000000000MANA","27.21950000USDT","0.0272195000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8868000000","13.0000000000MANA","50.52840000USDT","0.0505284000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8860000000","5.0000000000MANA","19.43000000USDT","0.0194300000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8865000000","93.0000000000MANA","361.44450000USDT","0.3614445000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8872000000","5.0000000000MANA","19.43600000USDT","0.0194360000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8872000000","665.0000000000MANA","2584.98800000USDT","2.5849880000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8873000000","6.0000000000MANA","23.32380000USDT","0.0233238000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8868000000","7.0000000000MANA","27.20760000USDT","0.0272076000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8870000000","13.0000000000MANA","50.53100000USDT","0.0505310000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8888000000","227.0000000000MANA","882.75760000USDT","0.8827576000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8887000000","7.0000000000MANA","27.22090000USDT","0.0272209000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8877000000","15.0000000000MANA","58.31550000USDT","0.0583155000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8859000000","6.0000000000MANA","23.31540000USDT","0.0233154000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8871000000","51.0000000000MANA","198.24210000USDT","0.1982421000USDT"
"2021-11-21 02:39:49","MANAUSDT","SELL","3.8881000000","10.0000000000MANA","38.88100000USDT","0.0388810000USDT"
