"User_ID","UTC_Time","Account","Operation","Coin","Change","Remark"
"55477749","2020-12-16 21:55:19","Spot","Deposit","GBP","100.00000000",""
"55477749","2020-12-21 02:40:12","Spot","Buy","BTC","0.00236500",""
"55477749","2020-12-21 02:40:12","Spot","Sell","GBP","-42.22839940",""
"55477749","2020-12-21 02:40:12","Spot","Fee","BTC","-0.00000237",""
"55477749","2020-12-21 02:40:12","Spot","Fee","BTC","-0.00000318",""
"55477749","2020-12-21 02:40:12","Spot","Sell","GBP","-56.81559642",""
"55477749","2020-12-21 02:40:12","Spot","Buy","BTC","0.00318200",""
"55477749","2020-12-21 03:07:05","Spot","Sell","BTC","-0.00554100",""
"55477749","2020-12-21 03:07:05","Spot","Fee","GBP","-0.09951636",""
"55477749","2020-12-21 03:07:05","Spot","Buy","GBP","99.51636000",""
"55477749","2020-12-21 04:23:30","Spot","Deposit","BTC","0.00100000",""
"55477749","2020-12-22 22:27:35","Spot","Deposit","BTC","0.50000000",""
"55477749","2020-12-23 01:41:05","Spot","Sell","BTC","-0.00272700",""
"55477749","2020-12-23 01:41:05","Spot","Sell","BTC","-0.00001000",""
"55477749","2020-12-23 01:41:05","Spot","Fee","GBP","-0.00017729",""
"55477749","2020-12-23 01:41:05","Spot","Buy","GBP","0.17728890",""
"55477749","2020-12-23 01:41:05","Spot","Fee","GBP","-0.04832446",""
"55477749","2020-12-23 01:41:05","Spot","Buy","GBP","48.32445798",""
"55477749","2020-12-23 01:41:06","Spot","Buy","GBP","51.65380000",""
"55477749","2020-12-23 01:41:06","Spot","Fee","GBP","-0.91895920",""
"55477749","2020-12-23 01:41:06","Spot","Buy","GBP","918.95920000",""
"55477749","2020-12-23 01:41:06","Spot","Sell","BTC","-0.44057000",""
"55477749","2020-12-23 01:41:06","Spot","Sell","BTC","-0.00291500",""
"55477749","2020-12-23 01:41:06","Spot","Sell","BTC","-0.05186000",""
"55477749","2020-12-23 01:41:06","Spot","Buy","GBP","7806.90040000",""
"55477749","2020-12-23 01:41:06","Spot","Buy","GBP","51.70696000",""
"55477749","2020-12-23 01:41:06","Spot","Fee","GBP","-0.05165380",""
"55477749","2020-12-23 01:41:06","Spot","Fee","GBP","-0.05170696",""
"55477749","2020-12-23 01:41:06","Spot","Fee","GBP","-7.80690040",""
"55477749","2020-12-23 01:41:06","Spot","Sell","BTC","-0.00291800",""
"55477749","2020-12-23 10:13:39","Spot","Sell","GBP","-748.52504874",""
"55477749","2020-12-23 10:13:39","Spot","Sell","GBP","-374.25379200",""
"55477749","2020-12-23 10:13:39","Spot","Buy","BTC","0.12000000",""
"55477749","2020-12-23 10:13:39","Spot","Buy","BTC","0.04223100",""
"55477749","2020-12-23 10:13:39","Spot","Fee","BTC","-0.00012000",""
"55477749","2020-12-23 10:13:39","Spot","Sell","GBP","-2126.42400000",""
"55477749","2020-12-23 10:13:39","Spot","Sell","GBP","-748.57154164",""
"55477749","2020-12-23 10:13:39","Spot","Fee","BTC","-0.00002112",""
"55477749","2020-12-23 10:13:39","Spot","Fee","BTC","-0.00004223",""
"55477749","2020-12-23 10:13:39","Spot","Sell","GBP","-0.07083136",""
"55477749","2020-12-23 10:13:39","Spot","Buy","BTC","0.03041800",""
"55477749","2020-12-23 10:13:39","Spot","Fee","BTC","-1E-8",""
"55477749","2020-12-23 10:13:39","Spot","Buy","BTC","0.00000400",""
"55477749","2020-12-23 10:13:39","Spot","Buy","BTC","0.04222700",""
"55477749","2020-12-23 10:13:39","Spot","Buy","BTC","0.25000000",""
"55477749","2020-12-23 10:13:39","Spot","Sell","GBP","-4430.05250000",""
"55477749","2020-12-23 10:13:39","Spot","Fee","BTC","-0.00003042",""
"55477749","2020-12-23 10:13:39","Spot","Fee","BTC","-0.00025000",""
"55477749","2020-12-23 10:13:39","Spot","Fee","BTC","-0.00004223",""
"55477749","2020-12-23 10:13:39","Spot","Sell","GBP","-539.24209114",""
"55477749","2020-12-23 10:13:39","Spot","Buy","BTC","0.02112000",""
"55477749","2020-12-23 11:00:25","Spot","Fee","GBP","-0.08747500",""
"55477749","2020-12-23 11:00:25","Spot","Fee","GBP","-0.01342122",""
"55477749","2020-12-23 11:00:25","Spot","Buy","GBP","12.49369338",""
"55477749","2020-12-23 11:00:25","Spot","Fee","GBP","-0.01249369",""
"55477749","2020-12-23 11:00:25","Spot","Buy","GBP","87.47500000",""
"55477749","2020-12-23 11:00:25","Spot","Sell","BTC","-0.00057700",""
"55477749","2020-12-23 11:00:25","Spot","Fee","GBP","-0.01009692",""
"55477749","2020-12-23 11:00:25","Spot","Sell","BTC","-0.00071400",""
"55477749","2020-12-23 11:00:25","Spot","Sell","BTC","-0.00500000",""
"55477749","2020-12-23 11:00:25","Spot","Sell","BTC","-0.00076700",""
"55477749","2020-12-23 11:00:25","Spot","Buy","GBP","10.09692300",""
"55477749","2020-12-23 11:00:25","Spot","Buy","GBP","13.42121911",""
"55477749","2020-12-23 11:00:26","Spot","Fee","GBP","-0.62500888",""
"55477749","2020-12-23 11:00:26","Spot","Buy","GBP","24.26556500",""
"55477749","2020-12-23 11:00:26","Spot","Buy","GBP","625.00887500",""
"55477749","2020-12-23 11:00:26","Spot","Sell","BTC","-0.00138700",""
"55477749","2020-12-23 11:00:26","Spot","Fee","GBP","-0.02426557",""
"55477749","2020-12-23 11:00:26","Spot","Sell","BTC","-0.03572500",""
"55477749","2020-12-23 11:00:28","Spot","Buy","GBP","8070.86338000",""
"55477749","2020-12-23 11:00:28","Spot","Fee","GBP","-8.07086338",""
"55477749","2020-12-23 11:00:28","Spot","Sell","BTC","-0.46132400",""
"55477749","2020-12-23 11:36:29","Spot","Sell","GBP","-5172.00000000",""
"55477749","2020-12-23 11:36:29","Spot","Buy","BTC","0.21257000",""
"55477749","2020-12-23 11:36:29","Spot","Fee","BTC","-0.00021257",""
"55477749","2020-12-23 11:36:29","Spot","Buy","BTC","0.00000800",""
